timestamp,platform,label1,label2,label3,diff,content
2024/10/4 7:59,dy,0,0,0,0,姐姐  好棒  [色][色][色]
2024/10/4 7:59,dy,0,0,0,0,[发呆][发呆][发呆]
2024/10/4 7:59,dy,0,0,0,0,支持报警！！
2024/10/4 7:59,dy,0,0,0,0,对，没错，拿出法律，拿出证据
2024/10/4 7:59,dy,0,0,0,0,上真格了[玫瑰][玫瑰][玫瑰]
2024/10/4 7:59,dy,0,0,0,0,干得漂亮姐
2024/10/4 7:59,dy,0,0,0,0,无条件支持姐姐！
2024/10/4 7:59,dy,0,0,0,0,姐姐加油！！！挺你！！！
2024/10/4 7:59,dy,0,0,0,0,[流泪]
2024/10/4 7:59,dy,0,0,0,0,[抱抱你]
2024/10/4 8:00,dy,0,1,1,-1,牛逼啊牛逼
2024/10/4 8:00,dy,0,0,0,0,漂亮[赞]
2024/10/4 8:00,dy,0,0,0,0,每个中国公民都需要遵守中国法律 打击违法行为是每个中国人民的首要任务哦[比心]
2024/10/4 8:00,dy,1,0,0,-1,哎，我这到处跳来跳去[尬笑]
2024/10/4 8:00,dy,1,0,0,-1,没办法证据把我判给女方了[捂脸]
2024/10/4 8:00,dy,0,0,0,0,支持姐姐报警
2024/10/4 8:00,dy,0,0,0,0,这是怎么了
2024/10/4 8:00,dy,0,0,0,0,加油支持你
2024/10/4 8:00,dy,0,0,0,0,太帅了姐
2024/10/4 8:00,dy,0,0,0,0,这是怎么了
2024/10/4 8:00,dy,0,0,0,0,太帅了姐
2024/10/4 8:00,dy,1,0,0,-1,[舔屏]
2024/10/4 8:01,dy,0,0,0,0,必须支持姐
2024/10/4 8:01,dy,1,0,0,-1,这姐真的！！
2024/10/4 8:01,dy,1,1,1,0,退粉了，支持姐姐[泣不成声]
2024/10/4 8:01,dy,0,0,0,0,你就是我永远的姐[暗中观察]永远是你自己的大女主，加油
2024/10/4 8:01,dy,1,1,1,0,加油姐姐[发怒][发怒]他们粉丝真的是太过分了
2024/10/4 8:01,dy,0,0,0,0,践行网络清朗运动，勿要偏听偏信，勿当网络判官，人心尚且隔肚皮，网线所隔千万里，知人知面不知心，请大家勿要轻易被引导[爱心]
2024/10/4 8:01,dy,0,0,0,0,好燃的背景音乐[泪奔]
2024/10/4 8:02,dy,0,0,0,0,加油加油[玫瑰][玫瑰][玫瑰]
2024/10/4 8:02,dy,0,0,0,0,法不能向不法让步 支持
2024/10/4 8:02,dy,1,0,0,-1,为什么一开始不直接报警 起诉男方呢
2024/10/4 8:02,dy,0,0,0,0,法不能向不法让步 支持
2024/10/4 8:03,dy,0,0,0,0,干得漂亮 自己的权益尊严自己维护捍卫[赞]
2024/10/4 8:03,dy,1,1,1,0,之前造h谣我就知道她们很敢 但是这次不是敢是刑
2024/10/4 8:03,dy,1,1,1,0,姐[猪头]！祝你铮铮！祝你昂扬！！
2024/10/4 8:03,dy,1,1,1,0,姐[猪头]！祝你铮铮！祝你昂扬！！
2024/10/4 8:04,dy,1,0,0,-1,你是最有种的大女人@辛雨锡
2024/10/4 8:05,dy,1,1,1,0,官方网站都找不到的文章，某些粉丝真厉害[尬笑]
2024/10/4 8:05,dy,0,0,0,0,践行网络清朗行动，请勿造谣传谣！！建立假网站，假媒体宣传稿的行为不可取！请大家擦亮眼睛，仔细甄别！
2024/10/4 8:06,dy,0,0,0,0,求后续、可求姐姐 千万 不是就走个过场、
2024/10/4 8:06,dy,0,0,0,0,支持支持支持
2024/10/4 8:06,dy,0,0,0,0,支持支持支持
2024/10/4 8:07,dy,0,0,0,0,姐 你是我永远的姐 [流泪][流泪]我心疼你
2024/10/4 8:07,dy,0,0,0,0,姐 你是我永远的姐 [流泪][流泪]我心疼你
2024/10/4 8:10,dy,0,0,0,0,支持你
2024/10/4 8:10,dy,0,0,0,0,加油 姐姐  18年提前批退坑的白月光支持你
2024/10/4 8:10,dy,0,0,0,0,支持你[赞][赞][赞]
2024/10/4 8:10,dy,0,0,0,0,姐姐大女主
2024/10/4 8:10,dy,0,0,0,0,姐姐大女主
2024/10/4 8:11,dy,0,0,0,0,怪不得我姐没说话 闷声干大事[舔屏]
2024/10/4 8:13,dy,0,0,0,0,坐等结果，千万不要垮[捂脸][捂脸][捂脸][捂脸]
2024/10/4 8:13,dy,1,1,1,0,我现在有的粉丝是真的看热闹不嫌事大的都敢伪造政府了[听歌]
2024/10/4 8:13,dy,0,0,0,0,支持！！！！
2024/10/4 8:14,dy,0,0,0,0,践行网络清朗行动，请勿造谣传谣！！建立假网站，假媒体宣传稿的行为不可取！请大家擦亮眼睛，仔细甄别！
2024/10/4 8:14,dy,0,0,0,0,这姐我真佩服执行力真快
2024/10/4 8:14,dy,1,0,0,-1,这姐我真佩服执行力真快
2024/10/4 8:15,dy,0,0,0,0,等你消息
2024/10/4 8:15,dy,1,1,1,0,散播谣言和散播人民网截图的全，一个也别落下！！！
2024/10/4 8:17,dy,1,1,1,0,现在秦的粉丝都敢伪造官方了
2024/10/4 8:18,dy,0,0,0,0,太飒了[赞]
2024/10/4 8:18,dy,0,0,0,0,姐 等你半天了，你总算去了 加油，我支持你
2024/10/4 8:19,dy,1,0,0,-1,姐姐支持你利用法律的武器维护自身权益，跟他们扛到底！看看他们到底什么时候才能真正的睁眼  [玫瑰]
2024/10/4 8:20,dy,1,0,0,-1,我又没吃上热乎的瓜吗，这个姐姐为什么报警[流泪]求告知??
2024/10/4 8:21,dy,0,0,0,0,支持姐姐
2024/10/4 8:23,dy,0,0,0,0,清朗行动刻不容缓！
2024/10/4 8:24,dy,0,0,0,0,姑娘，加油[玫瑰][玫瑰]
2024/10/4 8:24,dy,0,0,0,0,姑娘，加油[玫瑰][玫瑰]
2024/10/4 8:25,dy,0,0,0,0,哟，哈哈哈哈哈哈哈要干大了
2024/10/4 8:25,dy,1,0,0,-1,姐你真的太帅了[色]帅呆了，不让我们憋屈[色]
2024/10/4 8:25,dy,0,0,0,0,支持姐姐维权[比心]
2024/10/4 8:26,dy,0,0,0,0,姐 你太帅啦
2024/10/4 8:26,dy,0,0,0,0,太厉害了！！！
2024/10/4 8:27,dy,0,0,0,0,太刚了，牛[赞]
2024/10/4 8:27,dy,1,1,1,0,就应该让他们哑口无言
2024/10/4 8:27,dy,0,0,0,0,报警了，我都以为是真的。姐姐好勇敢，加油
