2024/9/11 7:30,dy,1,只要是男的，都会慢慢塌房
2024/9/5 18:34,wb,1,这一波只有阿里吃亏啊，腾讯真的是什么也没贡献，真的是恶心
2024/9/24 9:11,bili,1,雨姐也老黑出道的咯[doge] 你们是不知道吗？
2024/10/4 11:43,dy,1,堵车就是这类货起来的，不知道这种货上高速干啥
2024/10/3 16:03,dy,0,总算有个靠谱的说实话，那些把别人当傻子的其实自己才是傻子[尬笑][尬笑]
2024/10/4 3:05,dy,0,工作人员说了呀，有些昆虫是可以拿的，但绝对是工作人员
2024/10/6 3:15,dy,0,那说明不喜欢你这个女婿，和钱没关系
2024/10/3 14:00,wb,1,这比就是硬炒
2024/9/11 5:26,dy,1,还真是于适！这姐说的我真信[九转大肠]
2024/10/6 13:17,dy,1,垃圾
2024/9/11 8:07,dy,1,怎么跟那个精灵球收七龙珠一个德行啊[捂脸]
2024/10/15 11:16,dy,0,好
2024/10/18 6:33,dy,0,让他回去[抠鼻]。春季赛还得回来到时候还有没lck 都是个问题[微笑]
2024/10/5 14:08,wb,0,这也太狠了吧，辛苦了这么长时间，居然手机坏了
2024/9/26 13:48,wb,1,韩国女士地位感觉很低，很讨厌韩国人
2024/9/26 10:55,wb,1,符合韩国人设。
2024/9/30 8:47,wb,1,半个干爹……
2024/9/6 17:26,dy,0,说的好。[赞]
2024/10/3 10:44,dy,1,就这样还有人追着小米黑呢[看]
2024/10/4 0:17,dy,0,我朋友上海三套房比市场价低30万到40万都没人要
2024/9/27 22:36,wb,0,舅舅也是弟弟啊，怎么会还
2024/9/30 1:02,dy,1,还以为这种事只有电视上有，竟然现实也有，真的是雷人[尬笑][尬笑]
2024/10/16 6:31,dy,0,看完视频很解压[大笑][大笑][大笑]
2024/10/6 13:22,wb,1,死营销号闭嘴
2024/9/27 9:50,wb,1,国内球员还有谁能比武磊进球能力强的？凡是说武磊不行的球迷，基本都不懂球，只会看热闹。
2024/9/27 20:25,wb,0,还牛市，别搞笑了
2024/10/1 9:11,dy,0,？前几年有女朋友，还老低血糖，没钱吃饭，活成那个杆杆样。
2024/9/27 3:45,dy,0,该整顿了
2024/10/5 15:33,wb,1,伪广东队，伪广东**，以后“伪”这个前缀一定不要忘记加上，再强调一遍:伪广东宏远，伪广东球迷
2024/10/4 16:48,dy,1,有这种父母这孩子死的真的很冤，下辈子找个好父母吧[流泪][流泪][流泪]
2024/10/6 20:22,wb,1,而且这种打压的目的，往往是权威人士为了减少对被夺食的人的付出，扭曲他人的理智思维，从而用阴险的手段达成目的。
2024/10/15 17:12,dy,1,真能装委屈
2024/9/11 1:48,wb,0,这瓜越吃越精彩了
2024/9/30 15:22,wb,0,太无语了 这些机构
2024/10/5 7:05,dy,1,黎粉又在哭爹喊娘了[尬笑]
2024/10/8 1:16,dy,0,plus
2024/9/6 16:03,dy,1,说得好，那群不知道什么品种的东西
2024/10/5 2:19,dy,1,孩子跟着这种家长也是倒霉
2024/9/27 17:31,wb,1,能不能引进鞭挞！
2024/9/6 16:01,dy,1,王者荣耀0-7都得扣4分。
2024/9/25 6:31,dy,1,kr其实有自己的苦衷（柯冉女粉觉得同意的加，要女大）
2024/9/29 1:56,dy,1,没人骚扰 就抑郁了 多余搬
2024/10/4 12:17,dy,0,他不是单身不处吗？
2024/9/28 5:02,dy,1,泼的屎吗？
2024/10/3 10:19,dy,0,这要是去西天肯定比唐僧取经快[捂脸]
2024/9/26 3:59,dy,1,希望韩国的各个行业丑恶歪风不要刮进我们这里，这世界该多点纯粹[思考]
2024/9/25 2:11,dy,1,上一次看到派出所被堵还是古惑仔[捂脸]
2024/10/2 18:07,dy,1,没人死亡吗？刚刚刷到一个被导弹壳砸死的
2024/9/27 3:17,dy,1,活该给骂，怎么不见解散啊
2024/10/1 0:35,dy,0,其实我都没听说过他 [黑脸]
2024/10/5 23:06,wb,0,……难评
2024/10/15 18:20,dy,0,门没锁好但挂了链子，如果真的是这样那就玄妙了[看]
2024/9/24 23:32,dy,0,[玫瑰][玫瑰][玫瑰]
2024/10/1 12:13,wb,1,暴躁
2024/10/7 2:16,dy,0,[捂脸]其实大哥你可以把苹果的所有材料理出来，然后具体材料价格，让广发网友来算算，它有没有3400的成本
2024/9/28 3:41,dy,0,为什么现在才知道错
2024/8/10 1:56,wb,1,翻车了，原来不是原来的样子。真相是小伙子欠揍。流量经济下，连官方媒体都在引流编造。所以说，如果想毁掉一个人太简单了。
2024/10/9 14:08,wb,1,查查是不是收了美国，台独的钱，故意影响网络舆论风气，太多这种人了故意制造男女对立，地域对立，年龄对立，反正能搅乱一点社会不良风气的对立都搞
2024/9/24 13:06,dy,1,我们是世界上最安全的国家哟
2024/10/11 9:32,dy,1,傻的可怜，拿自己全家人的性命开玩笑
2024/9/30 19:15,dy,1,人才[微笑]
2024/10/6 11:52,dy,1,放抱枕咋不发车大本
2024/9/28 14:45,wb,0,一直做高铁，没做过飞机
2024/10/4 14:50,dy,0,昨天还刷到秦的粉丝：我们赢了！[捂脸][泪奔]
2024/8/18 22:04,dy,1,这老头晚年终于能有点小权力嚣张一把，也是最后的一把一生！
