timestamp,platform,label1,label2,label3,diff,content,Unnamed: 7
2024/9/27 23:58,wb,0,0.0,0.0,0,充实的一天,
2024/9/28 1:39,dy,0,0.0,0.0,0,第一？？？？？,
2024/9/28 1:39,dy,0,0.0,0.0,0,首评首赞[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][奸笑][奸笑][奸笑][奸笑][奸笑][奸笑][奸笑][奸笑][奸笑],
2024/9/28 1:39,dy,0,0.0,0.0,0,第二,
2024/9/28 1:39,dy,0,0.0,0.0,0,馆长，转脸就从抽屉里拿出了另一副一模一样的[泪奔],
2024/9/28 1:39,dy,0,1.0,0.0,-1,所以这泼的是米田共吗？,
2024/9/28 1:40,dy,0,0.0,0.0,0,梵高:你高尚！你伟大！但你泼我画干嘛？[看],
2024/9/28 1:40,dy,0,0.0,0.0,0,气候变化和向日葵有啥关系[捂脸],
2024/9/28 1:40,dy,0,0.0,0.0,0,梵高招谁惹谁了[晕][晕][晕],
2024/9/28 1:40,dy,0,0.0,0.0,0,画框内有一层搞透明的保护材料,
2024/9/28 1:42,dy,1,1.0,1.0,0,这泼的是db吗？[尬笑],
2024/9/28 1:42,dy,0,0.0,0.0,0,馆长，转脸就从抽屉里拿出了另一副一模一样的[看][看][看],
2024/9/28 1:42,dy,1,0.0,0.0,1,人都没了，泼人家画干啥[捂脸],
2024/9/28 1:43,dy,0,0.0,0.0,0,会不会画是假的,
2024/9/28 1:48,dy,0,0.0,0.0,0,啥意思？不想要给我啊[看],
2024/9/28 1:48,dy,0,0.0,0.0,0,泼画者原声：生存还是毁灭，这是个问题[绝],
2024/9/28 1:49,dy,0,0.0,0.0,0,这不就是向日葵本该有的颜色？,
2024/9/28 1:51,dy,0,0.0,0.0,0,二创？,
2024/9/28 1:51,dy,0,0.0,0.0,0,四川观到哪里去了[微笑],
2024/9/28 1:55,dy,0,0.0,0.0,0,[赞][赞][赞][赞],
2024/9/28 1:56,dy,0,0.0,0.0,0,博物馆现在就靠这创收呢[看],
2024/9/28 1:56,dy,0,0.0,0.0,0,真的在保险柜，没有损坏,
2024/9/28 1:57,dy,0,0.0,0.0,0,搞不懂这么个向日葵这么值钱,
2024/9/28 1:59,dy,0,1.0,0.0,-1,自由,
2024/9/28 2:01,dy,1,1.0,1.0,0,窜的挺严重啊[绝望的凝视],
2024/9/28 2:02,dy,0,0.0,0.0,0,啥意思画框表面都没有玻璃吗？,
2024/9/28 2:02,dy,1,1.0,1.0,0,哗众取宠,
2024/9/28 2:03,dy,0,0.0,0.0,0,馆长:没关系，仓库里还有几十幅呢！,
2024/9/28 2:03,dy,1,0.0,0.0,1,他们是不是已经开始组织打卡活动了[捂脸],
2024/9/28 2:04,dy,0,0.0,0.0,0,什么动机？？,
2024/9/28 2:04,dy,0,0.0,0.0,0,应该是有隔层保护吧,
2024/9/28 2:05,dy,0,0.0,0.0,0,其实我从来不该相信展在外面的是真的[流泪],
2024/9/28 2:05,dy,1,1.0,1.0,0,文明国家[赞],
2024/9/28 2:06,dy,0,0.0,0.0,0,严重怀疑炒作,
2024/9/28 2:06,dy,0,0.0,0.0,0,好无聊 …,
2024/9/28 2:06,dy,1,0.0,1.0,1,泼就泼呗，又不是真迹,
2024/9/28 2:08,dy,0,0.0,0.0,0,这是……汤？,
2024/9/28 2:09,dy,0,0.0,0.0,0,下,
2024/9/28 2:09,dy,0,0.0,0.0,0,有本事打碎防护罩直接泼画面啊。。,
2024/9/28 2:10,dy,0,0.0,0.0,0,这画他招谁惹谁了 真是糟蹋 你们不喜欢把它偷过来给我 我要,
2024/9/28 2:11,dy,0,0.0,0.0,0,就是他们几个,
2024/9/28 2:11,dy,0,0.0,0.0,0,说明欧洲人的审美正常化了,
2024/9/28 2:11,dy,0,0.0,0.0,0,外国人的行为真的看不懂！[捂脸],
2024/9/28 2:12,dy,0,0.0,0.0,0,为什么不装个玻璃罩子[捂脸][捂脸],
2024/9/28 2:14,dy,0,0.0,0.0,0,这种名画挂出来都是假的吧[捂脸],
2024/9/28 2:14,dy,0,0.0,0.0,0,502粘手粘地板[奸笑]我能多上一会新闻不？保安：看我让你怎么个疼法[发呆],
2024/9/28 2:14,dy,0,0.0,0.0,0,重罚重罚重罚[看],
2024/9/28 2:16,dy,0,0.0,0.0,0,这么淡定，[发呆]难道是放得是工业赝品？,
2024/9/28 2:16,dy,0,0.0,0.0,0,八成是赵小勇画的[捂脸],
2024/9/28 2:16,dy,1,1.0,1.0,0,欧美人[捂脸],
2024/9/28 2:16,dy,0,0.0,0.0,0,高仿的画玻璃罩子,
2024/9/28 2:16,dy,0,0.0,0.0,0,这是什么人性,
2024/9/28 2:17,dy,0,0.0,0.0,0,更加艺术了[捂脸],
2024/9/28 2:18,dy,0,0.0,0.0,0,干得不错！[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],
2024/9/28 2:19,dy,0,0.0,0.0,0,梵高：没事，把我名字反过来读,
2024/9/28 2:19,dy,0,0.0,0.0,0,裱起来的画外面肯定有层玻璃，抹布一擦就掉了，只是这个行为。。。,
2024/9/28 2:19,dy,0,0.0,0.0,0,这画是什么意思呢,
2024/9/28 2:20,dy,0,0.0,0.0,0,这梵高也是倒了八辈子霉[发呆],
2024/9/28 2:20,dy,0,0.0,0.0,0,拿钱办事[抠鼻],
2024/9/28 2:21,dy,0,0.0,0.0,0,不用担心这个画,
2024/9/28 2:21,dy,0,0.0,0.0,0,这种人是什么心理？,
2024/9/28 2:21,dy,0,0.0,0.0,0,有玻璃的[不失礼貌的微笑],
2024/9/28 2:22,dy,0,0.0,0.0,0,把玻璃拆了就老实了[呆无辜],
2024/9/28 2:22,dy,0,0.0,0.0,0,假的,
2024/9/28 2:23,dy,0,0.0,0.0,0,[赞][赞][赞][赞][赞][赞][赞],
2024/9/28 2:23,dy,0,0.0,0.0,0,真作不可能展出,
2024/9/28 2:23,dy,0,0.0,0.0,0,[666][感谢][666][感谢][玫瑰][感谢][玫瑰][感谢],
2024/9/28 2:23,dy,0,0.0,0.0,0,要是这么不尊重文物，不如把中国的文物还给中国，我们自己保护[呲牙],
2024/9/28 2:24,dy,0,0.0,0.0,0,别泼了，下次戴手套先砸后撕。,
2024/9/28 2:25,dy,0,0.0,0.0,0,这绝对是赝品，不然会有很多保护措施,
2024/9/28 2:25,dy,1,1.0,1.0,0,外国人素质高[赞][舔屏],
2024/9/28 2:25,dy,0,0.0,0.0,0,画:我怎么影响气候了？,
2024/9/28 2:25,dy,0,1.0,0.0,-1,欧美人不都是高素质吗，这不是真的，快请意林老祖,
2024/9/28 2:26,dy,0,0.0,0.0,0,能放外面的绝对是高仿的，真的你普通人也接触不到,
2024/9/28 2:26,dy,0,0.0,0.0,0,just stop oil？？？？,
